login_id,operator_id,machine_id,execution_id,work_order_id,shift,login_time,logout_time,login_status
LOGIN-00000096,OP-0021,VIS-L2-S50,EXEC-000096,WO-20260109-000096,ShiftType.MORNING,2026-01-09 07:58:00,2026-01-09 08:37:00,LOGIN_SUCCESS
LOGIN-00000097,OP-0002,HVT-L1-S70,EXEC-000097,WO-20260109-000097,ShiftType.MORNING,2026-01-09 08:17:00,2026-01-09 08:56:00,LOGIN_SUCCESS
LOGIN-00000098,OP-0026,DTA-L6-S30,EXEC-000098,WO-20260109-000098,ShiftType.MORNING,2026-01-09 08:36:00,2026-01-09 09:17:00,LOGIN_SUCCESS
LOGIN-00000099,OP-0045,HVT-L2-S70,EXEC-000099,WO-20260109-000099,ShiftType.MORNING,2026-01-09 09:00:00,2026-01-09 09:37:00,LOGIN_SUCCESS
LOGIN-00000100,OP-0019,PLT-L1-S80,EXEC-000100,WO-20260109-000100,ShiftType.MORNING,2026-01-09 09:20:00,2026-01-09 09:58:00,LOGIN_SUCCESS
LOGIN-00000101,OP-0012,MOT-L3-S60,EXEC-000101,WO-20260109-000101,ShiftType.MORNING,2026-01-09 09:43:00,2026-01-09 10:19:00,LOGIN_SUCCESS
LOGIN-00000102,OP-0062,PKG-L4-S90,EXEC-000102,WO-20260109-000102,ShiftType.MORNING,2026-01-09 09:55:00,2026-01-09 10:36:00,LOGIN_SUCCESS
LOGIN-00000103,OP-0053,HVT-L5-S70,EXEC-000103,WO-20260109-000103,ShiftType.MORNING,2026-01-09 10:15:00,2026-01-09 10:57:00,LOGIN_SUCCESS
LOGIN-00000104,OP-0014,MOT-L3-S60,EXEC-000104,WO-20260109-000104,ShiftType.MORNING,2026-01-09 10:40:00,2026-01-09 11:20:00,LOGIN_SUCCESS
LOGIN-00000105,OP-0044,PF-L6-S10,EXEC-000105,WO-20260109-000105,ShiftType.MORNING,2026-01-09 10:58:00,2026-01-09 11:38:00,LOGIN_SUCCESS
LOGIN-00000106,OP-0051,PKG-L6-S90,EXEC-000106,WO-20260109-000106,ShiftType.MORNING,2026-01-09 11:21:00,2026-01-09 12:00:00,LOGIN_SUCCESS
LOGIN-00000107,OP-0052,DTA-L2-S30,EXEC-000107,WO-20260109-000107,ShiftType.MORNING,2026-01-09 11:36:00,2026-01-09 12:18:00,LOGIN_SUCCESS
LOGIN-00000108,OP-0033,PF-L6-S10,EXEC-000108,WO-20260109-000108,ShiftType.MORNING,2026-01-09 12:00:00,2026-01-09 12:37:00,LOGIN_SUCCESS
LOGIN-00000109,OP-0040,GBA-L6-S40,EXEC-000109,WO-20260109-000109,ShiftType.MORNING,2026-01-09 12:18:00,2026-01-09 12:57:00,LOGIN_SUCCESS
LOGIN-00000110,OP-0020,VIS-L5-S50,EXEC-000110,WO-20260109-000110,ShiftType.MORNING,2026-01-09 12:42:00,2026-01-09 13:18:00,LOGIN_SUCCESS
LOGIN-00000111,OP-0017,MOT-L4-S60,EXEC-000111,WO-20260110-000111,ShiftType.MORNING,2026-01-10 06:35:00,2026-01-10 07:17:00,LOGIN_SUCCESS
LOGIN-00000112,OP-0001,VIS-L5-S50,EXEC-000112,WO-20260110-000112,ShiftType.MORNING,2026-01-10 07:01:00,2026-01-10 07:40:00,LOGIN_SUCCESS
LOGIN-00000113,OP-0039,VIS-L6-S50,EXEC-000113,WO-20260110-000113,ShiftType.MORNING,2026-01-10 07:22:00,2026-01-10 07:56:00,LOGIN_SUCCESS
LOGIN-00000114,OP-0047,MOT-L2-S60,EXEC-000114,WO-20260110-000114,ShiftType.MORNING,2026-01-10 07:38:00,2026-01-10 08:20:00,LOGIN_SUCCESS
LOGIN-00000115,OP-0053,PLT-L2-S80,EXEC-000115,WO-20260110-000115,ShiftType.MORNING,2026-01-10 08:01:00,2026-01-10 08:36:00,LOGIN_SUCCESS
LOGIN-00000116,OP-0067,VIS-L2-S50,EXEC-000116,WO-20260110-000116,ShiftType.MORNING,2026-01-10 08:23:00,2026-01-10 08:57:00,LOGIN_SUCCESS
LOGIN-00000117,OP-0034,PF-L3-S10,EXEC-000117,WO-20260110-000117,ShiftType.MORNING,2026-01-10 08:38:00,2026-01-10 09:20:00,LOGIN_SUCCESS
LOGIN-00000118,OP-0038,PLT-L5-S80,EXEC-000118,WO-20260110-000118,ShiftType.MORNING,2026-01-10 08:56:00,2026-01-10 09:37:00,LOGIN_SUCCESS
LOGIN-00000119,OP-0005,PF-L2-S10,EXEC-000119,WO-20260110-000119,ShiftType.MORNING,2026-01-10 09:18:00,2026-01-10 09:59:00,LOGIN_SUCCESS
LOGIN-00000120,OP-0012,HVT-L3-S70,EXEC-000120,WO-20260110-000120,ShiftType.MORNING,2026-01-10 09:36:00,2026-01-10 10:20:00,LOGIN_SUCCESS
LOGIN-00000121,OP-0038,PLT-L6-S80,EXEC-000121,WO-20260110-000121,ShiftType.MORNING,2026-01-10 10:02:00,2026-01-10 10:39:00,LOGIN_SUCCESS
LOGIN-00000122,OP-0039,MOT-L1-S60,EXEC-000122,WO-20260110-000122,ShiftType.MORNING,2026-01-10 10:23:00,2026-01-10 11:00:00,LOGIN_SUCCESS
LOGIN-00000123,OP-0020,PF-L3-S10,EXEC-000123,WO-20260110-000123,ShiftType.MORNING,2026-01-10 10:42:00,2026-01-10 11:20:00,LOGIN_SUCCESS
LOGIN-00000124,OP-0061,PKG-L5-S90,EXEC-000124,WO-20260110-000124,ShiftType.MORNING,2026-01-10 10:57:00,2026-01-10 11:38:00,LOGIN_SUCCESS
LOGIN-00000125,OP-0071,GBA-L1-S40,EXEC-000125,WO-20260110-000125,ShiftType.MORNING,2026-01-10 11:22:00,2026-01-10 12:00:00,LOGIN_SUCCESS
LOGIN-00000126,OP-0019,MOT-L1-S60,EXEC-000126,WO-20260110-000126,ShiftType.MORNING,2026-01-10 11:41:00,2026-01-10 12:20:00,LOGIN_SUCCESS
LOGIN-00000127,OP-0038,DTA-L4-S30,EXEC-000127,WO-20260110-000127,ShiftType.MORNING,2026-01-10 12:00:00,2026-01-10 12:37:00,LOGIN_SUCCESS
LOGIN-00000128,OP-0038,DTA-L5-S30,EXEC-000128,WO-20260110-000128,ShiftType.MORNING,2026-01-10 12:17:00,2026-01-10 12:56:00,LOGIN_SUCCESS
LOGIN-00000129,OP-0043,GBA-L5-S40,EXEC-000129,WO-20260111-000129,ShiftType.MORNING,2026-01-11 06:43:00,2026-01-11 07:18:00,LOGIN_SUCCESS
LOGIN-00000130,OP-0015,VIS-L3-S50,EXEC-000130,WO-20260111-000130,ShiftType.MORNING,2026-01-11 06:56:00,2026-01-11 07:40:00,LOGIN_SUCCESS
LOGIN-00000131,OP-0064,ASM-L4-S20,EXEC-000131,WO-20260111-000131,ShiftType.MORNING,2026-01-11 07:17:00,2026-01-11 08:00:00,LOGIN_SUCCESS
LOGIN-00000132,OP-0069,ASM-L2-S20,EXEC-000132,WO-20260111-000132,ShiftType.MORNING,2026-01-11 07:37:00,2026-01-11 08:17:00,LOGIN_SUCCESS
LOGIN-00000133,OP-0071,ASM-L5-S20,EXEC-000133,WO-20260111-000133,ShiftType.MORNING,2026-01-11 07:59:00,2026-01-11 08:38:00,LOGIN_SUCCESS
LOGIN-00000134,OP-0023,HVT-L6-S70,EXEC-000134,WO-20260111-000134,ShiftType.MORNING,2026-01-11 08:18:00,2026-01-11 09:00:00,LOGIN_SUCCESS
LOGIN-00000135,OP-0030,DTA-L1-S30,EXEC-000135,WO-20260111-000135,ShiftType.MORNING,2026-01-11 08:40:00,2026-01-11 09:20:00,LOGIN_SUCCESS
LOGIN-00000136,OP-0028,PKG-L2-S90,EXEC-000136,WO-20260111-000136,ShiftType.MORNING,2026-01-11 09:00:00,2026-01-11 09:39:00,LOGIN_SUCCESS
LOGIN-00000137,OP-0060,PF-L4-S10,EXEC-000137,WO-20260111-000137,ShiftType.MORNING,2026-01-11 09:21:00,2026-01-11 09:57:00,LOGIN_SUCCESS
LOGIN-00000138,OP-0031,PF-L3-S10,EXEC-000138,WO-20260111-000138,ShiftType.MORNING,2026-01-11 09:37:00,2026-01-11 10:20:00,LOGIN_SUCCESS
LOGIN-00000139,OP-0044,DTA-L4-S30,EXEC-000139,WO-20260111-000139,ShiftType.MORNING,2026-01-11 10:02:00,2026-01-11 10:38:00,LOGIN_SUCCESS
LOGIN-00000140,OP-0053,PF-L2-S10,EXEC-000140,WO-20260111-000140,ShiftType.MORNING,2026-01-11 10:22:00,2026-01-11 10:56:00,LOGIN_SUCCESS
LOGIN-00000141,OP-0071,PLT-L2-S80,EXEC-000141,WO-20260111-000141,ShiftType.MORNING,2026-01-11 10:41:00,2026-01-11 11:18:00,LOGIN_SUCCESS
LOGIN-00000142,OP-0034,VIS-L5-S50,EXEC-000142,WO-20260111-000142,ShiftType.MORNING,2026-01-11 10:56:00,2026-01-11 11:37:00,LOGIN_SUCCESS
LOGIN-00000143,OP-0015,PKG-L4-S90,EXEC-000143,WO-20260111-000143,ShiftType.MORNING,2026-01-11 11:19:00,2026-01-11 11:59:00,LOGIN_SUCCESS
LOGIN-00000144,OP-0025,PF-L3-S10,EXEC-000144,WO-20260111-000144,ShiftType.MORNING,2026-01-11 11:41:00,2026-01-11 12:16:00,LOGIN_SUCCESS
LOGIN-00000145,OP-0004,VIS-L1-S50,EXEC-000145,WO-20260111-000145,ShiftType.MORNING,2026-01-11 12:01:00,2026-01-11 12:37:00,LOGIN_SUCCESS
LOGIN-00000146,OP-0069,GBA-L6-S40,EXEC-000146,WO-20260111-000146,ShiftType.MORNING,2026-01-11 12:21:00,2026-01-11 12:58:00,LOGIN_SUCCESS
LOGIN-00000147,OP-0010,GBA-L3-S40,EXEC-000147,WO-20260111-000147,ShiftType.MORNING,2026-01-11 12:35:00,2026-01-11 13:17:00,LOGIN_SUCCESS
LOGIN-00000148,OP-0006,VIS-L2-S50,EXEC-000148,WO-20260111-000148,ShiftType.MORNING,2026-01-11 12:59:00,2026-01-11 13:36:00,LOGIN_SUCCESS
